Unique_ID,Similarity_score
0,0.30123011276542766
1,0.23802159412696344
2,0.28212083745363736
3,0.19368601875865854
4,0.15957643124159893
5,0.24128408994242712
6,0.269478865080647
7,0.14866277132641015
8,0.22906547676774103
9,0.11543468358833853
10,0.3575807828250598
11,0.24509386879446016
12,0.2420852984900983
13,0.19365838187611883
14,0.25745070839563666
15,0.20961176639426626
16,0.24411104716094711
17,0.2953194153661768
18,0.16120152592306047
19,0.18578328119538545
20,0.2846773583469092
21,0.2484418463778768
22,0.19275257629274845
23,0.27402462866744925
24,0.234812213538251
25,0.21158428492563908
26,0.29879467363894996
27,0.1870396971247168
28,0.22356121447404298
29,0.24217497500813723
30,0.3012119009463502
31,0.38620922197339125
32,0.17839844364739332
33,0.20528759764152293
34,0.31536398316979253
35,0.2654505898105738
36,0.16330928011116252
37,0.2139391974920457
38,0.33145719512697325
39,0.25426432167348545
40,0.23022268585366512
41,0.26072285074495527
42,0.2053928630213362
43,0.15980155701882415
44,0.24045146494734637
45,0.202340714600461
46,0.23179159389257875
47,0.2946306556935854
48,0.22455282376334385
49,0.263107083075635
50,0.18838595594999985
51,0.2503321942999559
52,0.3778998515003881
53,0.2882853837426571
54,0.22079455268794634
55,0.1954498627268455
56,0.24884856263985555
57,0.31542598751339523
58,0.1421196631083801
59,0.25919110081233887
60,0.1981670958172701
61,0.15425612234666586
62,0.24553424533615442
63,0.293214186529544
64,0.3687459721688099
65,0.3511249313571322
66,0.2934841835409523
67,0.19302648406023248
68,0.200695287692902
69,0.19476089482917014
70,0.25745029751681825
71,0.31113927325254187
72,0.24954458029032933
73,0.2501823919920214
74,0.36960044249347956
75,0.308544887432624
76,0.259713019695728
77,0.2428795696771454
78,0.20923990912391666
79,0.2730312751993529
80,0.3195119728863749
81,0.304109421386195
82,0.20641450822164498
83,0.3913857939711958
84,0.4092744505475929
85,0.388794276186756
86,0.2325293365859844
87,0.17715977076590717
88,0.1866167276642966
89,0.17526078570868386
90,0.3229274824171765
91,0.3189582528708539
92,0.39032499561578504
93,0.20034104486819104
94,0.20176625332100173
95,0.2678959385176547
96,0.3107901409465843
97,0.2946403359551064
98,0.29277787588908444
99,0.3116880569452587
100,0.3730960721197696
101,0.31067332531137826
102,0.3557412702886219
103,0.1922580932152077
104,0.2088476863392592
105,0.25935678342712754
106,0.3046514986486173
107,0.2643083701006368
108,0.44065836711865325
109,0.25548640305688664
110,0.31184188780451016
111,0.22952197970877275
112,0.18555471227234122
113,0.33125589483996754
114,0.3097294549415136
115,0.16078765339981682
116,0.2588156118804521
117,0.39929888984658746
